idBP,size,size_value
64260,Малый,10-99 м2
64261,Средний,200-499 м2
64263,Большой,500-1999 м2
64264,Малый,10-99 м2
64266,Малый,10-99 м2
64270,Малый,10-99 м2
64274,Малый,10-99 м2
64277,Малый,10-99 м2
64278,Малый,10-99 м2
64288,Малый,10-99 м2
64292,Большой,500-1999 м2
64296,Малый,10-99 м2
64299,Малый,10-99 м2
64303,Средний,100-199 м2
64306,Малый,10-99 м2
64308,Малый,10-99 м2
64311,Малый,10-99 м2
64323,Малый,10-99 м2
64329,Малый,10-99 м2
64336,Малый,10-99 м2
64341,Малый,10-99 м2
64344,Малый,10-99 м2
64352,Малый,10-99 м2
64361,Большой,500-1999 м2
64363,Средний,100-199 м2
64365,Малый,10-99 м2
64373,Малый,10-99 м2
64374,Малый,10-99 м2
64381,Средний,100-199 м2
64400,Малый,10-99 м2
64409,Малый,10-99 м2
64419,Малый,10-99 м2
64420,Малый,10-99 м2
64421,Малый,10-99 м2
64425,Малый,10-99 м2
64429,Малый,10-99 м2
64444,Малый,10-99 м2
64445,Малый,10-99 м2
64447,Малый,10-99 м2
64452,Малый,10-99 м2
64458,Малый,10-99 м2
64461,Малый,10-99 м2
64463,Малый,10-99 м2
64464,Малый,10-99 м2
64465,Малый,10-99 м2
64466,Большой,500-1999 м2
64467,Малый,10-99 м2
64468,Малый,10-99 м2
64479,Малый,10-99 м2
64480,Большой,2000-4999 м2
64481,Малый,10-99 м2
64489,Большой,500-1999 м2
64490,Малый,10-99 м2
64492,Большой,2000-4999 м2
64493,Малый,10-99 м2
64495,Малый,10-99 м2
64499,Малый,10-99 м2
64501,Малый,10-99 м2
64515,Малый,10-99 м2
64517,Малый,10-99 м2
64520,Средний,100-199 м2
64531,Малый,10-99 м2
64532,Малый,10-99 м2
64535,Малый,10-99 м2
64560,Средний,100-199 м2
64566,Малый,10-99 м2
64567,Средний,100-199 м2
64569,Большой,500-1999 м2
64577,Малый,10-99 м2
64580,Малый,10-99 м2
64585,Малый,10-99 м2
64593,Малый,10-99 м2
64595,Большой,2000-4999 м2
64599,Большой,2000-4999 м2
64605,Малый,10-99 м2
64607,Малый,10-99 м2
64614,Малый,10-99 м2
64620,Малый,10-99 м2
64621,Средний,100-199 м2
64622,Малый,10-99 м2
64624,Малый,10-99 м2
64625,Большой,500-1999 м2
64628,Большой,500-1999 м2
64631,Средний,200-499 м2
64633,Малый,10-99 м2
64638,Малый,10-99 м2
64647,Малый,10-99 м2
64648,Малый,10-99 м2
64649,Малый,10-99 м2
64650,Малый,10-99 м2
64651,Малый,10-99 м2
64661,Малый,10-99 м2
64666,Большой,5000-7999 м2
64668,Малый,10-99 м2
64670,Средний,200-499 м2
64671,Средний,100-199 м2
64682,Малый,10-99 м2
64684,Малый,10-99 м2
64687,Малый,10-99 м2
64700,Средний,100-199 м2
64717,Малый,10-99 м2
64723,Малый,10-99 м2
64764,Малый,10-99 м2
64766,Средний,100-199 м2
64770,Малый,10-99 м2
64777,Малый,10-99 м2
64784,Малый,10-99 м2
64785,Малый,10-99 м2
64803,Малый,10-99 м2
64806,Малый,10-99 м2
64823,Средний,100-199 м2
64825,Малый,10-99 м2
64830,Малый,10-99 м2
64833,Большой,500-1999 м2
64839,Малый,10-99 м2
64844,Малый,10-99 м2
64854,Малый,10-99 м2
64873,Малый,10-99 м2
64882,Малый,10-99 м2
64890,Средний,200-499 м2
64893,Малый,10-99 м2
64910,Малый,10-99 м2
64934,Малый,10-99 м2
64944,Средний,100-199 м2
64948,Малый,10-99 м2
64952,Малый,10-99 м2
64967,Малый,10-99 м2
64974,Малый,10-99 м2
64976,Малый,10-99 м2
64987,Малый,10-99 м2
64988,Малый,10-99 м2
64996,Малый,10-99 м2
65003,Малый,10-99 м2
65073,Малый,10-99 м2
65089,Малый,10-99 м2
65131,Большой,500-1999 м2
65135,Малый,10-99 м2
65150,Малый,10-99 м2
65153,Малый,10-99 м2
65167,Средний,200-499 м2
65174,Средний,100-199 м2
65179,Малый,10-99 м2
65180,Малый,10-99 м2
65205,Малый,10-99 м2
65208,Большой,500-1999 м2
65221,Малый,10-99 м2
65222,Малый,10-99 м2
65245,Малый,10-99 м2
65271,Малый,10-99 м2
65284,Малый,10-99 м2
65289,Средний,200-499 м2
65294,Малый,10-99 м2
65296,Малый,10-99 м2
65320,Малый,10-99 м2
65331,Малый,10-99 м2
65349,Малый,10-99 м2
65350,Малый,10-99 м2
65352,Малый,10-99 м2
65358,Большой,2000-4999 м2
65359,Средний,100-199 м2
65362,Малый,10-99 м2
65363,Средний,200-499 м2
65365,Большой,500-1999 м2
65366,Большой,500-1999 м2
65367,Большой,500-1999 м2
65368,Малый,10-99 м2
65386,Малый,10-99 м2
65395,Малый,10-99 м2
65413,Малый,10-99 м2
65415,Большой,2000-4999 м2
65417,Малый,10-99 м2
65424,Малый,10-99 м2
65449,Малый,10-99 м2
65450,Малый,10-99 м2
65452,Малый,10-99 м2
65453,Малый,10-99 м2
65454,Малый,10-99 м2
65459,Большой,500-1999 м2
65461,Малый,10-99 м2
65462,Средний,200-499 м2
65464,Малый,10-99 м2
65465,Малый,10-99 м2
65473,Малый,10-99 м2
65480,Малый,10-99 м2
65481,Малый,10-99 м2
65484,Малый,10-99 м2
65488,Большой,500-1999 м2
65491,Средний,100-199 м2
65495,Малый,10-99 м2
65500,Средний,200-499 м2
65504,Малый,10-99 м2
65510,Малый,10-99 м2
65514,Средний,100-199 м2
65515,Малый,10-99 м2
65517,Малый,10-99 м2
65518,Средний,100-199 м2
65520,Большой,500-1999 м2
65525,Малый,10-99 м2
65528,Малый,10-99 м2
65533,Малый,10-99 м2
65538,Малый,10-99 м2
65540,Малый,10-99 м2
65541,Малый,10-99 м2
65542,Малый,10-99 м2
65551,Малый,10-99 м2
65552,Малый,10-99 м2
65553,Малый,10-99 м2
65557,Средний,200-499 м2
65559,Малый,10-99 м2
65564,Малый,10-99 м2
65566,Большой,2000-4999 м2
65567,Большой,2000-4999 м2
65569,Малый,10-99 м2
65573,Малый,10-99 м2
65890,Малый,10-99 м2
65891,Средний,100-199 м2
65893,Малый,10-99 м2
65894,Средний,100-199 м2
65903,Малый,10-99 м2
65912,Средний,100-199 м2
65913,Малый,10-99 м2
65916,Малый,10-99 м2
65918,Малый,10-99 м2
65919,Малый,10-99 м2
65926,Средний,200-499 м2
65928,Малый,10-99 м2
65934,Большой,500-1999 м2
65935,Малый,10-99 м2
65938,Малый,10-99 м2
65939,Малый,10-99 м2
65943,Большой,500-1999 м2
65950,Малый,10-99 м2
65957,Малый,10-99 м2
65959,Малый,10-99 м2
65961,Большой,2000-4999 м2
65964,Малый,10-99 м2
65970,Большой,500-1999 м2
65974,Большой,Более 8000 м2
65987,Малый,10-99 м2
65991,Малый,10-99 м2
65992,Малый,10-99 м2
65993,Малый,10-99 м2
65995,Малый,10-99 м2
65996,Малый,10-99 м2
65997,Малый,10-99 м2
65999,Малый,10-99 м2
66001,Малый,10-99 м2
66002,Малый,10-99 м2
66004,Малый,10-99 м2
66005,Малый,10-99 м2
66010,Малый,10-99 м2
66011,Малый,10-99 м2
66014,Малый,10-99 м2
66020,Малый,10-99 м2
66043,Средний,100-199 м2
66046,Малый,10-99 м2
66047,Малый,10-99 м2
66048,Малый,10-99 м2
66054,Малый,10-99 м2
66055,Малый,10-99 м2
66059,Малый,10-99 м2
66063,Большой,500-1999 м2
66064,Большой,2000-4999 м2
66068,Малый,10-99 м2
66075,Малый,10-99 м2
66076,Малый,10-99 м2
66078,Малый,10-99 м2
66079,Большой,500-1999 м2
66081,Малый,10-99 м2
66086,Малый,10-99 м2
66090,Малый,10-99 м2
66096,Малый,10-99 м2
66097,Малый,10-99 м2
66099,Малый,10-99 м2
66100,Малый,10-99 м2
66104,Средний,200-499 м2
66105,Малый,10-99 м2
66106,Малый,10-99 м2
66108,Малый,10-99 м2
66114,Средний,100-199 м2
66116,Малый,10-99 м2
66124,Малый,10-99 м2
66129,Малый,10-99 м2
66131,Малый,10-99 м2
66142,Малый,10-99 м2
66146,Средний,100-199 м2
66148,Малый,10-99 м2
66150,Малый,10-99 м2
66151,Малый,10-99 м2
66152,Малый,10-99 м2
66153,Малый,10-99 м2
66154,Малый,10-99 м2
66157,Малый,10-99 м2
66161,Малый,10-99 м2
66162,Малый,10-99 м2
66169,Малый,10-99 м2
66172,Малый,10-99 м2
66180,Средний,200-499 м2
66181,Средний,100-199 м2
66187,Малый,10-99 м2
66188,Малый,10-99 м2
66193,Малый,10-99 м2
66196,Малый,10-99 м2
66199,Малый,10-99 м2
66202,Средний,100-199 м2
66210,Малый,10-99 м2
66212,Малый,10-99 м2
66240,Средний,200-499 м2
66241,Малый,10-99 м2
66243,Средний,200-499 м2
66244,Малый,10-99 м2
66245,Малый,10-99 м2
66249,Малый,10-99 м2
66253,Средний,200-499 м2
66256,Средний,200-499 м2
66261,Малый,10-99 м2
66263,Большой,500-1999 м2
66266,Малый,10-99 м2
66267,Малый,10-99 м2
66270,Малый,10-99 м2
66272,Средний,100-199 м2
66274,Средний,100-199 м2
66275,Малый,10-99 м2
66276,Малый,10-99 м2
66283,Малый,10-99 м2
66284,Малый,10-99 м2
66286,Средний,100-199 м2
66290,Малый,10-99 м2
66296,Малый,10-99 м2
66300,Малый,10-99 м2
66302,Малый,10-99 м2
66303,Малый,10-99 м2
66305,Малый,10-99 м2
66306,Малый,10-99 м2
66318,Малый,10-99 м2
66321,Малый,10-99 м2
66325,Средний,200-499 м2
66326,Большой,500-1999 м2
66333,Малый,10-99 м2
66337,Малый,10-99 м2
66338,Средний,200-499 м2
66342,Малый,10-99 м2
66348,Средний,100-199 м2
66355,Большой,5000-7999 м2
66357,Малый,10-99 м2
66363,Малый,10-99 м2
66371,Средний,200-499 м2
66376,Малый,10-99 м2
66380,Малый,10-99 м2
66381,Малый,10-99 м2
66382,Малый,10-99 м2
66383,Малый,10-99 м2
66394,Малый,10-99 м2
66395,Малый,10-99 м2
66397,Малый,10-99 м2
66398,Малый,10-99 м2
66399,Малый,10-99 м2
66402,Средний,200-499 м2
66404,Малый,10-99 м2
66405,Малый,10-99 м2
66407,Большой,500-1999 м2
66415,Малый,10-99 м2
66416,Малый,10-99 м2
66419,Малый,10-99 м2
66427,Средний,200-499 м2
66428,Малый,10-99 м2
66430,Средний,200-499 м2
66432,Большой,500-1999 м2
66433,Малый,10-99 м2
66437,Малый,10-99 м2
66444,Малый,10-99 м2
66448,Малый,10-99 м2
66450,Средний,100-199 м2
66460,Средний,200-499 м2
66471,Малый,10-99 м2
66472,Малый,10-99 м2
66477,Средний,100-199 м2
66479,Большой,500-1999 м2
66484,Малый,10-99 м2
66488,Малый,10-99 м2
66492,Малый,10-99 м2
66494,Малый,10-99 м2
66496,Малый,10-99 м2
66500,Большой,5000-7999 м2
66501,Малый,10-99 м2
66503,Малый,10-99 м2
66505,Малый,10-99 м2
66507,Малый,10-99 м2
66509,Малый,10-99 м2
66510,Малый,10-99 м2
66511,Малый,10-99 м2
66512,Малый,10-99 м2
66515,Малый,10-99 м2
66522,Средний,200-499 м2
66524,Малый,10-99 м2
66525,Малый,10-99 м2
66526,Малый,10-99 м2
66529,Малый,10-99 м2
66530,Малый,10-99 м2
66532,Малый,10-99 м2
66533,Малый,10-99 м2
66535,Малый,10-99 м2
66540,Малый,10-99 м2
66542,Малый,10-99 м2
66543,Малый,10-99 м2
66545,Малый,10-99 м2
66555,Средний,200-499 м2
66556,Малый,10-99 м2
66558,Малый,10-99 м2
66560,Малый,10-99 м2
66564,Малый,10-99 м2
66565,Малый,10-99 м2
66568,Малый,10-99 м2
66572,Малый,10-99 м2
66573,Малый,10-99 м2
66575,Малый,10-99 м2
66576,Малый,10-99 м2
66578,Малый,10-99 м2
66579,Большой,2000-4999 м2
66580,Средний,100-199 м2
66582,Малый,10-99 м2
66591,Большой,500-1999 м2
66592,Малый,10-99 м2
66599,Средний,100-199 м2
66602,Малый,10-99 м2
66606,Средний,200-499 м2
66608,Малый,10-99 м2
66610,Малый,10-99 м2
66613,Малый,10-99 м2
66615,Малый,10-99 м2
66619,Малый,10-99 м2
66628,Средний,100-199 м2
66631,Малый,10-99 м2
66632,Малый,10-99 м2
66636,Малый,10-99 м2
66638,Малый,10-99 м2
66641,Малый,10-99 м2
66642,Большой,500-1999 м2
66649,Малый,10-99 м2
66653,Большой,2000-4999 м2
66655,Большой,500-1999 м2
66657,Большой,2000-4999 м2
66658,Малый,10-99 м2
66659,Малый,10-99 м2
66661,Малый,10-99 м2
66662,Малый,10-99 м2
66663,Малый,10-99 м2
66664,Большой,2000-4999 м2
66666,Средний,100-199 м2
66667,Малый,10-99 м2
66670,Средний,100-199 м2
66671,Малый,10-99 м2
66672,Малый,10-99 м2
66678,Малый,10-99 м2
66679,Малый,10-99 м2
66683,Большой,2000-4999 м2
66684,Большой,2000-4999 м2
66685,Малый,10-99 м2
66686,Большой,5000-7999 м2
66698,Средний,100-199 м2
66699,Средний,100-199 м2
66703,Средний,200-499 м2
66704,Средний,100-199 м2
66705,Малый,10-99 м2
66714,Малый,10-99 м2
66718,Малый,10-99 м2
66719,Малый,10-99 м2
66721,Малый,10-99 м2
66727,Малый,10-99 м2
66730,Малый,10-99 м2
66732,Малый,10-99 м2
66734,Малый,10-99 м2
66738,Малый,10-99 м2
66745,Малый,10-99 м2
66748,Малый,10-99 м2
66752,Малый,10-99 м2
66755,Малый,10-99 м2
66756,Малый,10-99 м2
66760,Средний,100-199 м2
66762,Малый,10-99 м2
66766,Средний,100-199 м2
66770,Малый,10-99 м2
66776,Малый,10-99 м2
66780,Средний,200-499 м2
66781,Средний,100-199 м2
66785,Средний,100-199 м2
66787,Малый,10-99 м2
66794,Малый,10-99 м2
66808,Большой,500-1999 м2
66811,Малый,10-99 м2
66814,Малый,10-99 м2
66821,Малый,10-99 м2
66827,Малый,10-99 м2
66829,Большой,500-1999 м2
66833,Средний,200-499 м2
66840,Малый,10-99 м2
66848,Большой,500-1999 м2
66850,Малый,10-99 м2
66858,Малый,10-99 м2
66859,Средний,100-199 м2
66862,Малый,10-99 м2
66864,Большой,500-1999 м2
66865,Средний,100-199 м2
66867,Малый,10-99 м2
66868,Малый,10-99 м2
66870,Малый,10-99 м2
66872,Малый,10-99 м2
66874,Малый,10-99 м2
66880,Средний,200-499 м2
66881,Средний,100-199 м2
66882,Малый,10-99 м2
66883,Средний,100-199 м2
66885,Малый,10-99 м2
66891,Малый,10-99 м2
66898,Малый,10-99 м2
66905,Малый,10-99 м2
66906,Малый,10-99 м2
66908,Малый,10-99 м2
66910,Малый,10-99 м2
66911,Малый,10-99 м2
66913,Большой,500-1999 м2
66914,Малый,10-99 м2
66915,Средний,200-499 м2
66919,Малый,10-99 м2
66920,Малый,10-99 м2
66927,Малый,10-99 м2
66928,Малый,10-99 м2
66931,Малый,10-99 м2
66932,Малый,10-99 м2
66941,Малый,10-99 м2
66942,Малый,10-99 м2
66947,Малый,10-99 м2
66950,Малый,10-99 м2
66953,Средний,100-199 м2
66955,Средний,100-199 м2
66960,Малый,10-99 м2
66963,Большой,500-1999 м2
66966,Малый,10-99 м2
66968,Средний,100-199 м2
66972,Малый,10-99 м2
66974,Средний,200-499 м2
66975,Средний,200-499 м2
66979,Малый,10-99 м2
66980,Большой,500-1999 м2
66985,Большой,2000-4999 м2
66988,Средний,200-499 м2
66989,Средний,100-199 м2
66993,Малый,10-99 м2
67004,Малый,10-99 м2
67005,Малый,10-99 м2
67006,Малый,10-99 м2
67007,Малый,10-99 м2
67008,Средний,200-499 м2
67009,Малый,10-99 м2
67010,Средний,100-199 м2
67014,Малый,10-99 м2
67015,Малый,10-99 м2
67016,Малый,10-99 м2
67019,Малый,10-99 м2
67035,Малый,10-99 м2
67039,Средний,100-199 м2
67045,Малый,10-99 м2
67046,Малый,10-99 м2
67048,Малый,10-99 м2
67050,Малый,10-99 м2
67051,Малый,10-99 м2
67053,Малый,10-99 м2
67057,Большой,2000-4999 м2
67058,Малый,10-99 м2
67059,Большой,2000-4999 м2
67060,Малый,10-99 м2
67065,Малый,10-99 м2
67067,Большой,2000-4999 м2
67069,Большой,2000-4999 м2
67070,Средний,100-199 м2
67073,Большой,500-1999 м2
67074,Малый,10-99 м2
67075,Малый,10-99 м2
67076,Большой,500-1999 м2
67077,Большой,2000-4999 м2
67079,Большой,2000-4999 м2
67080,Большой,2000-4999 м2
67081,Малый,10-99 м2
67082,Малый,10-99 м2
67084,Большой,2000-4999 м2
67085,Большой,2000-4999 м2
67086,Малый,10-99 м2
67088,Малый,10-99 м2
67089,Малый,10-99 м2
67097,Малый,10-99 м2
67103,Средний,100-199 м2
67105,Средний,100-199 м2
67108,Малый,10-99 м2
67111,Малый,10-99 м2
67112,Малый,10-99 м2
67113,Малый,10-99 м2
67114,Малый,10-99 м2
67115,Малый,10-99 м2
67116,Малый,10-99 м2
67124,Малый,10-99 м2
67125,Малый,10-99 м2
67133,Малый,10-99 м2
67134,Малый,10-99 м2
67138,Малый,10-99 м2
67139,Малый,10-99 м2
67146,Малый,10-99 м2
67150,Малый,10-99 м2
67154,Малый,10-99 м2
67155,Малый,10-99 м2
67161,Малый,10-99 м2
67164,Малый,10-99 м2
67165,Малый,10-99 м2
67167,Малый,10-99 м2
67173,Малый,10-99 м2
67174,Малый,10-99 м2
67175,Малый,10-99 м2
67178,Малый,10-99 м2
67180,Малый,10-99 м2
67183,Малый,10-99 м2
67186,Малый,10-99 м2
67188,Малый,10-99 м2
67202,Малый,10-99 м2
67204,Малый,10-99 м2
67206,Малый,10-99 м2
67207,Малый,10-99 м2
67209,Малый,10-99 м2
67210,Малый,10-99 м2
67211,Малый,10-99 м2
67215,Малый,10-99 м2
67218,Малый,10-99 м2
67219,Средний,200-499 м2
67220,Малый,10-99 м2
67221,Малый,10-99 м2
67223,Малый,10-99 м2
67224,Малый,10-99 м2
67225,Средний,100-199 м2
67228,Малый,10-99 м2
67235,Малый,10-99 м2
67239,Малый,10-99 м2
67245,Средний,100-199 м2
67246,Малый,10-99 м2
67249,Малый,10-99 м2
67255,Малый,10-99 м2
67260,Средний,200-499 м2
67268,Малый,10-99 м2
67269,Малый,10-99 м2
67274,Средний,100-199 м2
67276,Малый,10-99 м2
67282,Малый,10-99 м2
67286,Малый,10-99 м2
67292,Малый,10-99 м2
67293,Малый,10-99 м2
67295,Малый,10-99 м2
67296,Малый,10-99 м2
67299,Малый,10-99 м2
67300,Малый,10-99 м2
67302,Средний,200-499 м2
67305,Средний,100-199 м2
67308,Малый,10-99 м2
67309,Малый,10-99 м2
67312,Малый,10-99 м2
67316,Средний,100-199 м2
67322,Малый,10-99 м2
67323,Малый,10-99 м2
67324,Малый,10-99 м2
67325,Малый,10-99 м2
67327,Малый,10-99 м2
67330,Малый,10-99 м2
67332,Малый,10-99 м2
67334,Средний,100-199 м2
67335,Малый,10-99 м2
67341,Малый,10-99 м2
67344,Малый,10-99 м2
67345,Малый,10-99 м2
67356,Малый,10-99 м2
67357,Средний,100-199 м2
67358,Малый,10-99 м2
67360,Малый,10-99 м2
67362,Малый,10-99 м2
67363,Малый,10-99 м2
67364,Малый,10-99 м2
67367,Малый,10-99 м2
67370,Малый,10-99 м2
67371,Малый,10-99 м2
67375,Большой,500-1999 м2
67377,Малый,10-99 м2
67378,Малый,10-99 м2
67379,Малый,10-99 м2
67381,Малый,10-99 м2
67382,Средний,200-499 м2
67383,Большой,500-1999 м2
67384,Малый,10-99 м2
67388,Малый,10-99 м2
67389,Малый,10-99 м2
67390,Малый,10-99 м2
67399,Средний,100-199 м2
67400,Средний,100-199 м2
67402,Средний,100-199 м2
67404,Малый,10-99 м2
67405,Средний,200-499 м2
67410,Малый,10-99 м2
67412,Средний,100-199 м2
67414,Средний,100-199 м2
67415,Средний,100-199 м2
67418,Малый,10-99 м2
67419,Малый,10-99 м2
67420,Малый,10-99 м2
67427,Малый,10-99 м2
67429,Малый,10-99 м2
67430,Малый,10-99 м2
67431,Средний,200-499 м2
67432,Средний,100-199 м2
67435,Большой,500-1999 м2
67439,Средний,100-199 м2
67440,Малый,10-99 м2
67441,Средний,100-199 м2
67445,Средний,200-499 м2
67452,Средний,100-199 м2
67453,Малый,10-99 м2
67454,Малый,10-99 м2
67458,Малый,10-99 м2
67460,Малый,10-99 м2
67462,Средний,100-199 м2
67476,Малый,10-99 м2
67478,Средний,100-199 м2
67481,Малый,10-99 м2
67482,Малый,10-99 м2
67483,Малый,10-99 м2
67492,Малый,10-99 м2
67494,Малый,10-99 м2
67498,Малый,10-99 м2
67505,Большой,500-1999 м2
67506,Малый,10-99 м2
67511,Малый,10-99 м2
67512,Малый,10-99 м2
67516,Малый,10-99 м2
67521,Малый,10-99 м2
67522,Малый,10-99 м2
67523,Малый,10-99 м2
67524,Малый,10-99 м2
67530,Средний,100-199 м2
67532,Малый,10-99 м2
67533,Малый,10-99 м2
67534,Средний,100-199 м2
67535,Малый,10-99 м2
67544,Средний,100-199 м2
67545,Малый,10-99 м2
67546,Малый,10-99 м2
67552,Малый,10-99 м2
67553,Малый,10-99 м2
67554,Малый,10-99 м2
67556,Малый,10-99 м2
67562,Малый,10-99 м2
67563,Малый,10-99 м2
67564,Малый,10-99 м2
67570,Средний,100-199 м2
67593,Малый,10-99 м2
67762,Малый,10-99 м2
67881,Малый,10-99 м2
67882,Малый,10-99 м2
67887,Малый,10-99 м2
67894,Большой,500-1999 м2
67895,Большой,500-1999 м2
67896,Большой,500-1999 м2
67899,Малый,10-99 м2
67900,Средний,200-499 м2
67905,Малый,10-99 м2
67909,Большой,500-1999 м2
67910,Средний,200-499 м2
67913,Большой,500-1999 м2
67915,Малый,10-99 м2
67916,Малый,10-99 м2
67918,Малый,10-99 м2
67919,Малый,10-99 м2
67921,Средний,100-199 м2
67924,Малый,10-99 м2
67928,Малый,10-99 м2
67929,Малый,10-99 м2
67937,Малый,10-99 м2
67939,Малый,10-99 м2
67942,Малый,10-99 м2
67943,Малый,10-99 м2
67944,Малый,10-99 м2
67946,Малый,10-99 м2
67949,Средний,100-199 м2
67950,Малый,10-99 м2
67951,Малый,10-99 м2
67953,Малый,10-99 м2
67958,Малый,10-99 м2
67960,Средний,100-199 м2
67961,Малый,10-99 м2
67967,Малый,10-99 м2
67968,Малый,10-99 м2
67969,Малый,10-99 м2
67970,Средний,200-499 м2
67974,Малый,10-99 м2
67975,Малый,10-99 м2
67976,Малый,10-99 м2
67980,Малый,10-99 м2
67981,Средний,200-499 м2
67983,Малый,10-99 м2
67985,Средний,100-199 м2
67986,Малый,10-99 м2
67990,Малый,10-99 м2
67991,Малый,10-99 м2
67997,Малый,10-99 м2
67998,Малый,10-99 м2
67999,Большой,2000-4999 м2
68000,Большой,500-1999 м2
68002,Большой,2000-4999 м2
68003,Большой,2000-4999 м2
68004,Большой,500-1999 м2
68008,Малый,10-99 м2
68015,Малый,10-99 м2
68020,Малый,10-99 м2
68021,Малый,10-99 м2
68022,Малый,10-99 м2
68023,Малый,10-99 м2
68025,Малый,10-99 м2
68030,Малый,10-99 м2
68031,Малый,10-99 м2
68032,Большой,500-1999 м2
68033,Малый,10-99 м2
68035,Малый,10-99 м2
68036,Малый,10-99 м2
68037,Малый,10-99 м2
68038,Малый,10-99 м2
68045,Средний,100-199 м2
68050,Большой,Более 8000 м2
68051,Большой,2000-4999 м2
68052,Малый,10-99 м2
68053,Малый,10-99 м2
68054,Малый,10-99 м2
68056,Малый,10-99 м2
68061,Малый,10-99 м2
68063,Малый,10-99 м2
68065,Малый,10-99 м2
68066,Малый,10-99 м2
68067,Малый,10-99 м2
68068,Большой,2000-4999 м2
68070,Малый,10-99 м2
68071,Малый,10-99 м2
68073,Малый,10-99 м2
68075,Большой,5000-7999 м2
68076,Большой,5000-7999 м2
68078,Малый,10-99 м2
68079,Большой,500-1999 м2
68080,Средний,200-499 м2
68084,Большой,500-1999 м2
68087,Малый,10-99 м2
68088,Малый,10-99 м2
68090,Средний,200-499 м2
68092,Малый,10-99 м2
68093,Малый,10-99 м2
68094,Малый,10-99 м2
68095,Малый,10-99 м2
68096,Малый,10-99 м2
68098,Малый,10-99 м2
68101,Малый,10-99 м2
68102,Малый,10-99 м2
68103,Средний,100-199 м2
68105,Малый,10-99 м2
68108,Средний,200-499 м2
68110,Малый,10-99 м2
68111,Малый,10-99 м2
68112,Малый,10-99 м2
68113,Малый,10-99 м2
68117,Малый,10-99 м2
68118,Малый,10-99 м2
68119,Малый,10-99 м2
68120,Малый,10-99 м2
68121,Средний,100-199 м2
68122,Малый,10-99 м2
68123,Малый,10-99 м2
68125,Малый,10-99 м2
68126,Малый,10-99 м2
68127,Малый,10-99 м2
68128,Средний,200-499 м2
68129,Малый,10-99 м2
68130,Средний,200-499 м2
68131,Малый,10-99 м2
68132,Средний,200-499 м2
68133,Средний,200-499 м2
68134,Средний,200-499 м2
68140,Малый,10-99 м2
68141,Малый,10-99 м2
68142,Малый,10-99 м2
68143,Малый,10-99 м2
68148,Малый,10-99 м2
68149,Средний,200-499 м2
68150,Малый,10-99 м2
68151,Большой,500-1999 м2
68152,Средний,200-499 м2
68156,Средний,100-199 м2
68157,Малый,10-99 м2
68158,Малый,10-99 м2
68162,Большой,500-1999 м2
68163,Малый,10-99 м2
68166,Малый,10-99 м2
68167,Большой,500-1999 м2
68168,Средний,100-199 м2
68169,Малый,10-99 м2
68172,Малый,10-99 м2
68173,Малый,10-99 м2
68177,Большой,500-1999 м2
68179,Малый,10-99 м2
68181,Малый,10-99 м2
68182,Малый,10-99 м2
68183,Малый,10-99 м2
68189,Малый,10-99 м2
68190,Малый,10-99 м2
68191,Средний,100-199 м2
68196,Малый,10-99 м2
68198,Малый,10-99 м2
68199,Средний,200-499 м2
68202,Малый,10-99 м2
68205,Малый,10-99 м2
68206,Малый,10-99 м2
68207,Малый,10-99 м2
68211,Малый,10-99 м2
68213,Малый,10-99 м2
68214,Малый,10-99 м2
68215,Малый,10-99 м2
68217,Малый,10-99 м2
68220,Малый,10-99 м2
68221,Малый,10-99 м2
68222,Большой,500-1999 м2
68223,Малый,10-99 м2
68225,Малый,10-99 м2
68229,Большой,500-1999 м2
68231,Малый,10-99 м2
68232,Малый,10-99 м2
68233,Малый,10-99 м2
68234,Малый,10-99 м2
68236,Малый,10-99 м2
68237,Малый,10-99 м2
68238,Средний,100-199 м2
68239,Малый,10-99 м2
68240,Малый,10-99 м2
68242,Малый,10-99 м2
68243,Малый,10-99 м2
68245,Малый,10-99 м2
68247,Малый,10-99 м2
68248,Малый,10-99 м2
68249,Малый,10-99 м2
68250,Малый,10-99 м2
68251,Средний,100-199 м2
68254,Малый,10-99 м2
68256,Малый,10-99 м2
68258,Малый,10-99 м2
68259,Малый,10-99 м2
68263,Малый,10-99 м2
68264,Малый,10-99 м2
68266,Малый,10-99 м2
68267,Малый,10-99 м2
68269,Малый,10-99 м2
68270,Малый,10-99 м2
68272,Малый,10-99 м2
68274,Малый,10-99 м2
68277,Средний,100-199 м2
68278,Малый,10-99 м2
68283,Малый,10-99 м2
68284,Малый,10-99 м2
68286,Малый,10-99 м2
68287,Малый,10-99 м2
68289,Малый,10-99 м2
68290,Малый,10-99 м2
68291,Малый,10-99 м2
68297,Малый,10-99 м2
68298,Малый,10-99 м2
68302,Малый,10-99 м2
68305,Малый,10-99 м2
68306,Средний,200-499 м2
68307,Средний,200-499 м2
68308,Малый,10-99 м2
68309,Малый,10-99 м2
68310,Малый,10-99 м2
68316,Малый,10-99 м2
68317,Малый,10-99 м2
68318,Малый,10-99 м2
68320,Малый,10-99 м2
68321,Малый,10-99 м2
68322,Малый,10-99 м2
68324,Малый,10-99 м2
68327,Средний,100-199 м2
68329,Средний,200-499 м2
68330,Малый,10-99 м2
68336,Малый,10-99 м2
68341,Малый,10-99 м2
